"mean" "sd"
2.06175355803914 1.31383196875773
0.0927865440524074 0.0553822350309022
0.74365495882931 1.5903440630932
-1.13055905364671 1.2337243203798
-1.49724469923153 1.23390689134967
0.906143486344148 1.50738157309384
-0.420704211827841 1.21709158266319
0.556502959992765 1.40246668332292
1.04598571828502 1.41339352419103
0.00564233295010674 1.40531346331003
1.58443135103914 1.31492337022676
-2.92039608210289 1.24366231473118
1.21553551597887 2.01927427105179
-1.2974335841662 1.42872518384741
-1.66414492245328 1.39550016976961
1.31570903146424 1.86262549444574
-0.804128670231065 1.41706906743301
0.721379543211959 1.68906258742509
1.27653113803481 1.70099258696744
-0.185983609120265 1.71257349338858
1.7330213514365 1.55969278882422
-3.48349798860177 1.39303692227704
0.883986902594028 2.37100307641871
-0.718037647663067 1.58483022527283
-1.22903932817487 1.5406100333833
0.780219056311434 2.15380028235092
-0.572045040047758 1.5730099986543
0.478859719919521 1.92755139375404
0.901660690203264 1.94113525464495
-0.108954014880487 1.96612324717163
1.16624683338908 1.76481220015267
-2.21548330891082 1.50285313647256
0.801589836904894 2.66295516897045
-0.402832266971536 1.7277434486793
-0.988639374913468 1.67397532436188
0.436872449302168 2.3997424299256
-0.568822309611403 1.7160206616711
0.426038010695002 2.1323366431525
0.586473177435547 2.14739916179745
0.0199443889202373 2.18203255910559
0.677440458726411 1.94805013786638
-1.34220172495762 1.62393871355169
0.632163767500013 2.92565107751105
-0.0941669194610314 1.8640009552623
-0.382934341425787 1.80080107839453
0.149343459255609 2.62479291764487
-0.289743122102809 1.85065354015401
0.308565905849719 2.3218498935783
0.461034841655222 2.33799485990887
-0.0830392005894431 2.37977164264667
0.073247178980839 2.11667117814505
-0.69040855984572 1.74286697231673
0.600800899925539 3.15579989542444
0.041372982965294 1.98339950126354
-0.325700860024531 1.91112813522458
0.0656508299782049 2.82141963083427
-0.0496771208299728 1.96941627060233
0.299415663697379 2.48758716977068
0.432625244438899 2.50494747396789
-0.176420110649595 2.55289303182084
-0.00816259374514174 2.26411040327458
-0.565994036435963 1.84726008021655
0.332734437616932 3.37143948808551
0.00970491865339249 2.09902993858011
-0.158712401479349 2.02093778177645
-0.238395263689975 3.00739295671359
0.0244403450954896 2.08432876741469
0.437807275665422 2.64531635275529
0.263541739665388 2.66414821367722
-0.135707630507599 2.71715203162506
0.200458699419809 2.4054049746338
-0.32695226434834 1.95141842968101
0.437834466515082 3.57213059826456
-0.0943890467632905 2.20772039795793
-0.426531188024491 2.12297949590506
-0.197255193525421 3.18127322412536
-0.192694069899326 2.1918156504624
0.505678990677422 2.79329013454884
0.394646935712315 2.81319211448976
-0.124717149926676 2.87116951118867
0.50966278281921 2.53733680314542
-0.502279007386048 2.04853587083513
0.636338159117474 3.76331167111875
-0.236573388169398 2.31336922205082
-0.670255745024114 2.22288280967388
0.0213042453587537 3.34856297411384
-0.535974031721886 2.29669485161719
0.537988049873033 2.93612644362775
0.586702751697251 2.95718159691416
-0.0975301349531204 3.01955298911301
0.690570330248918 2.66402682157209
-0.885188817243671 2.14365195267983
0.621928073331041 3.94518627158989
-0.52129865044058 2.41516318197645
-0.882571925757603 2.32003450465612
0.181769141264296 3.50773276267132
-0.509783271510683 2.39683826403266
0.567918587841044 3.07266010329092
0.748327757391334 3.09517113340196
-0.189941497824063 3.16096389309068
0.875609726907485 2.78576292874484
-1.10838589325615 2.23724682159138
0.372054629953824 4.12551859652184
-0.565905046267099 2.52376920026475
-0.705216161304312 2.42496008480559
0.250822207350765 3.66735289267062
-0.60727642723641 2.50438956301148
0.446424436225012 3.21164687193381
0.57548097587769 3.23629717644476
-0.219889339401662 3.30394175968442
0.910948018118099 2.91142852100147
-0.783061211571917 2.3419961026305
0.668411337161513 4.33390699712864
-0.921001587859041 2.69194614912406
-1.1194017374998 2.5915572084753
0.638084367898137 3.86501947356582
-0.739657539135072 2.67092977409302
0.379644572902756 3.3961816418354
1.0248466991284 3.42242536477324
-0.187051383274218 3.48844394508406
1.01273123604437 3.08506880228913
-1.57317665353626 2.50628802035503
