"mean" "sd"
-6.26218593940437 10.6755977171968
-0.0146152351253942 9.35268179256924
-7.04960034675389 1.70443369273736
-0.0163431444834394 0.00660255830017044
-5.79706501533009 2.10270090298687
-0.0127208410526753 0.00815071826069101
1.86547826753577 2.43045154991999
-0.010432474965334 0.00942506556752367
5.71601302036733 2.71720180565277
-0.00897237864344798 0.0105383105104448
10.830374646239 2.9774766764234
-0.00580062868468275 0.0115472625271056
16.1018448446127 3.20454090970525
-0.00502594203802852 0.0124271224670282
18.2713782511649 3.41835656292068
-0.00492774277309937 0.0132566748097464
18.3451794384024 3.61754400029752
-0.00553807863634368 0.0140298957143073
13.7506634957069 3.80765932281837
-0.00617122395557442 0.0147695928333314
8.14269492808093 3.98853072152148
-0.00665801398656698 0.0154724800927745
3.83630414463438 4.16785224971435
-0.00928616672798689 0.0161683291355367
-5.06380988532324 4.36777825940837
-0.0162351896463483 0.0169420015710056
129.928973016869 64.0703156166607
0.00100800043969276 37.6432956877929
0.00100800043969276 37.6432956877929
98.8611902387736 48.6471159105691
4.28990909395508 2.3858857228311
1.87307600968221 1.11397043783144
0.0755103927471782 0.0557921145921122
3.18506223913929 1.77925619442034
1.95379757118204 1.17229445153565
0.0918011031134213 0.0556436839175301
3.38250294731222 1.91373048027737
1.67792695563783 0.955758842833296
0.0905218445974613 0.0557742213158341
3.17117135336856 1.768759365467
1.67138196078106 0.949284523588806
0.0919940471996464 0.0556075852916971
3.15285935794981 1.75006790527791
1.6666926336683 0.946380420361546
0.0904302401933552 0.0558149849387696
3.0101587075592 1.6526175823112
1.64707998354916 0.930636238291865
0.0921657032918006 0.0556483706122776
3.03131566955242 1.66454786447617
1.65904283673155 0.939948927247629
0.0921920397046195 0.0556059318642306
3.02276263589791 1.65863036174099
1.64019728574177 0.925497612547233
0.0919824912735143 0.0556678331980044
3.04252396223336 1.67347943224379
1.64759454822392 0.930841023331259
0.0916846790858488 0.0557005058211328
3.02795378448963 1.66421017219724
1.66791508918379 0.94674135430236
0.0920925303820796 0.0556412765730283
3.06741961704755 1.69326014389336
1.76792152484343 1.02771433523883
0.0926063160613507 0.0555399154109272
3.39449829770791 1.96279373508656
